Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.612,2018-04-29 02:14:26+00:00,0.704,0.218,0.077,"RT @HumanRightsTR: HALIME GULSU arrested at Mersin, Turkiye on 20 Feb 2018. She has been suffering rare immune system disease and has been…",131,@BBC
0.0,2018-04-29 02:14:15+00:00,1.0,0.0,0.0,फ्रांस के नास्त्रेदमस ने छाती ठोक कर शब्दा शब्द कहा था वह ग्रेट सायरन अपने गूढ़ गहरा ज्ञान से अज्ञान की खाल उतारेगा… https://t.co/VKpwPyDUie,132,@BBC
0.765,2018-04-29 02:14:07+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,133,@BBC
0.0,2018-04-29 02:14:04+00:00,1.0,0.0,0.0,"RT @Sitambarsingh1: SaviorOfTheWorld
भारत के एक अदुतीय ग्रेट सन्त का जन्म होगा । उसके ज्ञान के सामने सारे धर्मगुरु नममस्तक होंगे पहले उसका…",134,@BBC
-0.718,2018-04-29 02:14:01+00:00,0.773,0.227,0.0,We just added #deathinicevalley #podcast to @podknife! Delve into a murder unsolved for nearly half a century in th… https://t.co/R47pIZ92IP,135,@BBC
0.0,2018-04-29 02:13:07+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
5505 जब कलयुग बीत जाए महापुरुष फरमान तब जगतारण को आए कौन है वह महापुरुष अवश्य देखिए रोजाना साधना टीवी 7:30…",136,@BBC
0.0,2018-04-29 02:12:46+00:00,1.0,0.0,0.0,"SaviorOfTheWorld
भारत के एक अदुतीय ग्रेट सन्त का जन्म होगा । उसके ज्ञान के सामने सारे धर्मगुरु नममस्तक होंगे पहले उ… https://t.co/yoK5PKmtoB",137,@BBC
0.0,2018-04-29 02:12:34+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
पर्वत पर्वत में फिरा कारण अपने राम राम जैसे संत मिले जिन सारे सब काम जानिए ऐसे ही सच्चे संत के बारे में जरू…",138,@BBC
0.0,2018-04-29 02:12:15+00:00,1.0,0.0,0.0,"RT @tkatsumi06j: AJ+テロップ27.

現在日本では、 #幾つかの大きな #MeToo の事例が報告されている。

Source: @BBC , @nytimes https://t.co/dBvJ4mBPvy",139,@BBC
0.0,2018-04-29 02:12:08+00:00,1.0,0.0,0.0,"RT @tkatsumi06j: AJ+テロップ25-26. 

伊藤氏は2017年、#著名なジャーナリスト に #自身がレイプされたこと を #公表した。

Source: @BBC , @nytimes https://t.co/K8QsODzkBo",140,@BBC
0.0,2018-04-29 02:12:00+00:00,1.0,0.0,0.0,"#SaviorOfTheWorld
5505 जब कलयुग बीत जाए महापुरुष फरमान तब जगतारण को आए कौन है वह महापुरुष अवश्य देखिए रोजाना साधना… https://t.co/TQukEI9OR0",141,@BBC
-0.612,2018-04-29 02:11:38+00:00,0.704,0.218,0.077,"RT @HumanRightsTR: HALIME GULSU arrested at Mersin, Turkiye on 20 Feb 2018. She has been suffering rare immune system disease and has been…",142,@BBC
0.765,2018-04-29 02:11:38+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,143,@BBC
-0.86,2018-04-29 02:11:36+00:00,0.641,0.359,0.0,"RT @CharlesOrtel: which happens faster: Hell freezes over, or FAKE NEWS @CNN, @MSNBC @ABC @NBC @CBS @BBC asks @ChelseaClinton @HillaryClint…",144,@BBC
0.296,2018-04-29 02:11:30+00:00,0.896,0.0,0.104,"RT @anita_namdev: Sant rampalji maharaj is complete spiritual knowledge teacher, because they tell us worship according to all holly script…",145,@BBC
0.0,2018-04-29 02:11:16+00:00,1.0,0.0,0.0,"RT @magan_pandey: आखिर कब तक यू ही चलता रहेगा हम शिक्षामित्रों के असामयिक मौतों का सिलसिला...?कोई जिम्मेदार माननीय ज़बाब दो,  @myogiadityan…",146,@BBC
0.0,2018-04-29 02:10:59+00:00,1.0,0.0,0.0,RT @CuentosAMi: @NoticiasCaracol @ABC @usarmy @usaairforce @GobiernoUSA @WhiteHouse @BBCBreaking @bbcmundo @euronewses @tve_tve @PentagonPr…,147,@BBC
0.0,2018-04-29 02:10:59+00:00,1.0,0.0,0.0,"RT @BBC: 😱😱😱 South Korean boy band @BTS_twt have announced a mammoth world tour which includes two UK dates!!! #BTS
👉 https://t.co/pZtnOw92…",148,@BBC
0.765,2018-04-29 02:10:25+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,149,@BBC
0.0,2018-04-29 02:10:14+00:00,1.0,0.0,0.0,Will #sanfrancisco ever realize that all their soft policies with drug users/dealers isn't working? The City is an… https://t.co/8nef8ujNMZ,150,@BBC
0.0,2018-04-29 02:09:28+00:00,1.0,0.0,0.0,"RT @magan_pandey: आखिर कब तक यू ही चलता रहेगा हम शिक्षामित्रों के असामयिक मौतों का सिलसिला...?कोई जिम्मेदार माननीय ज़बाब दो,  @myogiadityan…",151,@BBC
-0.7,2018-04-29 02:09:16+00:00,0.766,0.234,0.0,@EjeCentral @lopezobrador_ AMLO no ganara. @RicardoAnayaC Presidente de Mexico sera sin duda @AP @CNN @FT @ABC @CBSNews @BBC @UN @MIT @nbc,152,@BBC
0.765,2018-04-29 02:08:46+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,153,@BBC
0.0,2018-04-29 02:08:41+00:00,1.0,0.0,0.0,@realDonaldTrump @BarackObama @GOP @DNC @VP @JoeBiden @SpeakerRyan @NancyPelosi @SenateMajLdr @SenSchumer… https://t.co/9gJft1XPSm,154,@BBC
0.765,2018-04-29 02:08:41+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,155,@BBC
0.765,2018-04-29 02:08:36+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,156,@BBC
0.0,2018-04-29 02:08:35+00:00,1.0,0.0,0.0,"#SaviorOfTheWorld
""लोग उनकी सशक्त, प्रगतिशील और वर्तमान समस्याओं का सर्वमान्य हल सुझाने वाली विचारधारा को अपनाने… https://t.co/8wAGmJFtvb",157,@BBC
0.0,2018-04-29 02:07:23+00:00,1.0,0.0,0.0,"RT @Satishd51670551: #SaviorOfTheWorld
भारत का वह एक व्यक्ति सारे संसार मे अपने सतज्ञान से क्रांति ला देगा।
               -जयोतिषी कीरो।…",158,@BBC
0.556,2018-04-29 02:07:22+00:00,0.865,0.0,0.135,RT @Sharonwifey: This is even more impressive when you consider @theSNP is a sitting govt in its 3rd term with 90% of written media hostile…,159,@BBC
0.67,2018-04-29 02:07:18+00:00,0.691,0.055,0.255,"RT @SuprmeGodKabir: To prevent the massive corruption spread in the judiciary and to save the dignity of the judiciary,  demand of today is…",160,@BBC
0.0,2018-04-29 02:07:07+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
पर्वत पर्वत में फिरा कारण अपने राम राम जैसे संत मिले जिन सारे सब काम जानिए ऐसे ही सच्चे संत के बारे में जरू…",161,@BBC
-0.128,2018-04-29 02:06:57+00:00,0.943,0.057,0.0,RT @EvaSoumble: #Skripal We should all bombard the @BBC to demand to know if there is a D-notice on the Skripal case. They may not answer b…,162,@BBC
0.0,2018-04-29 02:06:48+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
पर्वत पर्वत में फिरा कारण अपने राम राम जैसे संत मिले जिन सारे सब काम जानिए ऐसे ही सच्चे संत के बारे में जरू…",163,@BBC
0.0,2018-04-29 02:06:46+00:00,1.0,0.0,0.0,@realDonaldTrump @BarackObama @GOP @DNC @VP @JoeBiden @SpeakerRyan @NancyPelosi @SenateMajLdr @SenSchumer… https://t.co/3HT4PyMuhO,164,@BBC
0.0,2018-04-29 02:05:26+00:00,1.0,0.0,0.0,"RT @Sitambarsingh1: #SaviorOfTheWorld
वैसे देखा जाए पूरा मानव समाज पढ़ लिखकर चाँद तक पहुच गया।मानव को जिसके लिये जन्म मिला वो भूल गया।अपने…",165,@BBC
0.0,2018-04-29 02:05:20+00:00,1.0,0.0,0.0,@realDonaldTrump @BarackObama @GOP @DNC @VP @JoeBiden @SpeakerRyan @NancyPelosi @SenateMajLdr @SenSchumer… https://t.co/doVsGMKGsH,166,@BBC
0.765,2018-04-29 02:05:10+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,167,@BBC
0.0,2018-04-29 02:05:04+00:00,1.0,0.0,0.0,"#SaviorOfTheWorld
वैसे देखा जाए पूरा मानव समाज पढ़ लिखकर चाँद तक पहुच गया।मानव को जिसके लिये जन्म मिला वो भूल गया।अ… https://t.co/sNSdTakyBe",168,@BBC
0.0,2018-04-29 02:04:56+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
पर्वत पर्वत में फिरा कारण अपने राम राम जैसे संत मिले जिन सारे सब काम जानिए ऐसे ही सच्चे संत के बारे में जरू…",169,@BBC
0.0,2018-04-29 02:04:40+00:00,1.0,0.0,0.0,@vejoefalomesmo @guardian @BBC @elpais_brasil @teleSURtv @Reuters @nytimes @FranceONUGeneve @UN @CIDH @lemondefr… https://t.co/77nHy5Gs5Q,170,@BBC
0.296,2018-04-29 02:04:37+00:00,0.896,0.0,0.104,"RT @anita_namdev: Sant rampalji maharaj is complete spiritual knowledge teacher, because they tell us worship according to all holly script…",171,@BBC
0.0,2018-04-29 02:04:32+00:00,1.0,0.0,0.0,@realDonaldTrump @BarackObama @GOP @DNC @VP @JoeBiden @SpeakerRyan @NancyPelosi @SenateMajLdr @SenSchumer… https://t.co/SKZw67bwvE,172,@BBC
-0.612,2018-04-29 02:04:08+00:00,0.704,0.218,0.077,"RT @HumanRightsTR: HALIME GULSU arrested at Mersin, Turkiye on 20 Feb 2018. She has been suffering rare immune system disease and has been…",173,@BBC
0.296,2018-04-29 02:03:40+00:00,0.896,0.0,0.104,"RT @anita_namdev: Sant rampalji maharaj is complete spiritual knowledge teacher, because they tell us worship according to all holly script…",174,@BBC
0.0,2018-04-29 02:03:39+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
पर्वत पर्वत में फिरा कारण अपने राम राम जैसे संत मिले जिन सारे सब काम जानिए ऐसे ही सच्चे संत के बारे में जरू…",175,@BBC
-0.612,2018-04-29 02:03:07+00:00,0.704,0.218,0.077,"RT @HumanRightsTR: HALIME GULSU arrested at Mersin, Turkiye on 20 Feb 2018. She has been suffering rare immune system disease and has been…",176,@BBC
-0.727,2018-04-29 02:03:04+00:00,0.736,0.264,0.0,RT @raayar: @jnj_kahl #ISIS #Terror #Syria #Irak #Libya #YemenGenocide #Mideast #Afghanistan #Somalia may b warnings of NXT Global War #wwi…,177,@BBC
0.0,2018-04-29 02:02:34+00:00,1.0,0.0,0.0,"RT @RGUq8esdv8Hclgt: #SaviorOfTheWorld
जन्म साखी मे परमाण हैं कि वह संत जाट वरण का होगा और उसका क्षेत्र बटाला जो कि वर्तमान में बरवाला है !…",178,@BBC
0.0,2018-04-29 02:02:16+00:00,1.0,0.0,0.0,"RT @uttamrathiQ: #SRHvKXIP
Ankit Rajpoot , Manish Pandey &amp; we must #RaiseUrVoice about #FakeNews shown about #SpiritualLeader_SaintRampalji…",179,@BBC
0.0,2018-04-29 02:02:10+00:00,1.0,0.0,0.0,@realDonaldTrump @BarackObama @GOP @DNC @VP @JoeBiden @SpeakerRyan @NancyPelosi @SenateMajLdr @SenSchumer… https://t.co/dXOdQRzFwh,180,@BBC
-0.447,2018-04-29 02:02:03+00:00,0.887,0.113,0.0,"RT @milly4red: When the people have decided @EmmanuelMacron, even all your #french army WILL NEVER STOP US. We've had enough &amp; the time has…",181,@BBC
0.0,2018-04-29 02:01:37+00:00,1.0,0.0,0.0,"RT @BR_MEHRA: #SaviorOfTheWorld
 राम नाम जपते रहो जब तक घट में प्राण 
कबूह दीन दयाल के भनक पड़ेगी कान 
जाने कौन है असली राम अवश्य देखें साध…",182,@BBC
0.765,2018-04-29 02:01:03+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,183,@BBC
0.0,2018-04-29 02:00:49+00:00,1.0,0.0,0.0,"RT @RGUq8esdv8Hclgt: #SaviorOfTheWorld
जन्म साखी मे परमाण हैं कि वह संत जाट वरण का होगा और उसका क्षेत्र बटाला जो कि वर्तमान में बरवाला है !…",184,@BBC
0.556,2018-04-29 02:00:48+00:00,0.865,0.0,0.135,RT @Sharonwifey: This is even more impressive when you consider @theSNP is a sitting govt in its 3rd term with 90% of written media hostile…,185,@BBC
-0.612,2018-04-29 02:00:45+00:00,0.704,0.218,0.077,"RT @HumanRightsTR: HALIME GULSU arrested at Mersin, Turkiye on 20 Feb 2018. She has been suffering rare immune system disease and has been…",186,@BBC
0.0,2018-04-29 02:00:33+00:00,1.0,0.0,0.0,"RT @magan_pandey: आखिर कब तक यू ही चलता रहेगा हम शिक्षामित्रों के असामयिक मौतों का सिलसिला...?कोई जिम्मेदार माननीय ज़बाब दो,  @myogiadityan…",187,@BBC
0.0,2018-04-29 02:00:21+00:00,1.0,0.0,0.0,"RT @RGUq8esdv8Hclgt: #SaviorOfTheWorld
जन्म साखी मे परमाण हैं कि वह संत जाट वरण का होगा और उसका क्षेत्र बटाला जो कि वर्तमान में बरवाला है !…",188,@BBC
0.0,2018-04-29 02:00:19+00:00,1.0,0.0,0.0,@jacobsoboroff @MSNBC @baratunde @KimberlyEAtkins @davidlitt @WatchSavannah Current World Scene same as b4 WWII &amp; p… https://t.co/k8kPoo3O7k,189,@BBC
0.515,2018-04-29 02:00:14+00:00,0.828,0.0,0.172,"RT @BBC: 🙌🎶 @George_Ezra. @AnneMarie. @NiallOfficial. @CHVRCHES. @Migos.

Tonight's #SoundsLikeFridayNight is going to be HUGE! 
7.30pm | @…",190,@BBC
0.0,2018-04-29 01:59:54+00:00,1.0,0.0,0.0,RT @smmsyria: #Aleppo MP @ShehabiFares to @BBC: about 280 passports were found among the jihadists of #HTS and #ISIS https://t.co/nucVy2wkpm,191,@BBC
0.0,2018-04-29 01:59:49+00:00,1.0,0.0,0.0,@BBC @CNN @BBCWorld @nytimes @CNNnews18 https://t.co/eMiTlH2OTH,192,@BBC
0.765,2018-04-29 01:59:09+00:00,0.708,0.0,0.292,RT @BBC: ❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn,193,@BBC
0.0,2018-04-29 01:59:01+00:00,1.0,0.0,0.0,"RT @RGUq8esdv8Hclgt: #SaviorOfTheWorld
जन्म साखी मे परमाण हैं कि वह संत जाट वरण का होगा और उसका क्षेत्र बटाला जो कि वर्तमान में बरवाला है !…",194,@BBC
0.556,2018-04-29 01:58:56+00:00,0.865,0.0,0.135,RT @Sharonwifey: This is even more impressive when you consider @theSNP is a sitting govt in its 3rd term with 90% of written media hostile…,195,@BBC
0.545,2018-04-29 02:22:37+00:00,0.872,0.0,0.128,"RT @DouglasHespelt: OK @CBS, we really need you to announce the renewal of Scorpion! It's the only right thing to do! Scorpion is very impo…",196,@CBS
0.0,2018-04-29 02:22:22+00:00,1.0,0.0,0.0,"Exactly! What say u, @DNC @HillaryClinton @CNN @MSNBC @ABC @CBS @nbc @nytimes @washingtonpost @NewYorker??? @POTUS… https://t.co/Gf545TUq5B",197,@CBS
0.0,2018-04-29 02:22:08+00:00,1.0,0.0,0.0,"#SaturdayNightLineup:   
   #48Hours ""The Last Ride Home"" on @CBS.",198,@CBS
0.0,2018-04-29 02:19:21+00:00,1.0,0.0,0.0,RT @CherubimResists: @Khalibimrevenge @anoncontent @QanonPosts @shashatheitch22 @AJEnglish @swnsasy @AngryandAsian @42Gnome @CNN @ABC @CBS…,199,@CBS
0.0,2018-04-29 02:19:15+00:00,1.0,0.0,0.0,@SenSchumer @SenateGOP @SenateDems @abcnews @cbs @nbc @foxnews @seanhannity @EricHolder https://t.co/OJeAC9xUIJ,200,@CBS
-0.572,2018-04-29 02:18:20+00:00,0.821,0.179,0.0,@FoxNews U @cnn @ABC @NBC @CBS @MSNBC main stream media and extreme leftest communisTIC hate  speech towards a duly… https://t.co/yOiq8EvajO,201,@CBS
0.712,2018-04-29 02:17:44+00:00,0.846,0.0,0.154,"RT @4WCowgirl: Did you hear us in Michigan @CNN @NBC @CBS @ABC ? That`s how all of us feel in the ""fly over zone' We LOVE our President, yo…",202,@CBS
-0.273,2018-04-29 02:16:12+00:00,0.9,0.1,0.0,"This is why @CBS needs to just stick to reporting politics and news, and drop their sports section completely🐸☕ https://t.co/H2lb7otnVY",203,@CBS
0.0,2018-04-29 02:15:51+00:00,1.0,0.0,0.0,RT @LorieC13: @DarkOpsSquirrel @DebWhitley7 @Education4Libs @realDonaldTrump @Fuctupmind @bbusa617 @BillSpadea @ColoradoGirl2A @twistedhumo…,204,@CBS
0.621,2018-04-29 02:14:54+00:00,0.816,0.0,0.184,@CBS Just finished season 4 of @ScorpionCBS!! Still processing the last few moments! Really hope it gets renewed fo… https://t.co/lDEicvQgPv,205,@CBS
-0.292,2018-04-29 02:13:21+00:00,0.892,0.108,0.0,"just call me Root b****!
#PersonOfInterest
#POI6
@CBS we miss them! Just bring #RootandShaw back🙏
Art by yiyuan412 https://t.co/VNJVEcSLtG",206,@CBS
0.0,2018-04-29 02:12:32+00:00,1.0,0.0,0.0,@FranAlva1k @ShowboatBob @RandallKraft @EnyartMike @Manuel_Labor__ @lolam1222 @BellybeanK @wisconsinGodsPl… https://t.co/AjQd2RuKPn,207,@CBS
-0.727,2018-04-29 02:11:48+00:00,0.663,0.337,0.0,"Suspect in off-duty San Bernardino sheriff's deputy's death is a 'career criminal,' authorities say… https://t.co/tPjPadionh",208,@CBS
-0.86,2018-04-29 02:11:36+00:00,0.641,0.359,0.0,"RT @CharlesOrtel: which happens faster: Hell freezes over, or FAKE NEWS @CNN, @MSNBC @ABC @NBC @CBS @BBC asks @ChelseaClinton @HillaryClint…",209,@CBS
0.0,2018-04-29 02:08:53+00:00,1.0,0.0,0.0,@DarkOpsSquirrel @DebWhitley7 @Education4Libs @realDonaldTrump @Fuctupmind @bbusa617 @BillSpadea @ColoradoGirl2A… https://t.co/eJz5KIb3gs,210,@CBS
0.0,2018-04-29 02:07:39+00:00,1.0,0.0,0.0,@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @realDonaldTrump @cnnbrk… https://t.co/TvxOGwq1HO,211,@CBS
0.477,2018-04-29 02:06:40+00:00,0.819,0.0,0.181,""" News "" hyperventilating over Trump not going to #WhiteHouseCorrespondentsDinner but SILENT about him giving bombs… https://t.co/IgzFGKYzjV",212,@CBS
0.224,2018-04-29 02:06:36+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",213,@CBS
0.0,2018-04-29 02:06:33+00:00,1.0,0.0,0.0,@cnn @msnbc @maddow @CNNPolitics @ABCPolitics @ABC @CBSNews @NBCNews @CBSTweet @CBS @nbc @realDonaldTrump @cnnbrk… https://t.co/JeG8KRUtTO,214,@CBS
0.224,2018-04-29 02:06:28+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",215,@CBS
-0.511,2018-04-29 02:05:38+00:00,0.852,0.148,0.0,@MZHemingway @BuckSexton @NBC @ABC @CBS &amp; @CNN all have failed the American ppl &amp; especially children who are snare… https://t.co/c47cjYNpu8,216,@CBS
0.572,2018-04-29 02:04:18+00:00,0.817,0.0,0.183,"RT @DDRANTE: Wowwwww
Wish I can go SanFran
But I'm still in Las Vegas

I guarantee y'all $FUSZ @nFuszInc 
Will deliver again 💯%
@cnbc @cnn…",217,@CBS
0.402,2018-04-29 02:04:03+00:00,0.876,0.0,0.124,RT @Piranaz143: @DDRANTE @nFuszInc @CNBC @CNN @TechCrunch @nytimes @Oracle @USATODAY @Reuters @CBS @GMA Wish I could to man.   But that dam…,218,@CBS
0.0,2018-04-29 01:59:53+00:00,1.0,0.0,0.0,"@SickMuse22 @pattonoswalt @48hours @CBS you probably should wait because it might be revised due to recent events.

#48hours",219,@CBS
0.224,2018-04-29 01:59:48+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",220,@CBS
0.0,2018-04-29 01:58:58+00:00,1.0,0.0,0.0,NOW on to ANOTHER new story after the commercial. #48hours @48hours @CBS,221,@CBS
0.0,2018-04-29 01:58:36+00:00,1.0,0.0,0.0,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",222,@CBS
0.678,2018-04-29 01:58:17+00:00,0.763,0.0,0.237,"I have to get that book, @pattonoswalt! Thank you for helping have her book published! You got him, Michelle! #RIP… https://t.co/MGOlttGmUq",223,@CBS
0.494,2018-04-29 01:54:19+00:00,0.824,0.0,0.176,@Luke4Tech @cjharrispretzer @RealJack @CNN @MSNBC @ABC @CBS @realDonaldTrump I don’t care whether the MSM choose to… https://t.co/zJOTIwPFc9,224,@CBS
0.708,2018-04-29 01:53:30+00:00,0.731,0.0,0.269,OMG! The #GoldenStateKiller has been active longer than I've been alive! Can't believe he outlived Michelle McNamar… https://t.co/Q9QXLqqT43,225,@CBS
0.0,2018-04-29 01:53:11+00:00,1.0,0.0,0.0,"RT @petefrt: FULL EVENT: President Donald Trump MASSIVE Rally in Washington, Michigan - April 28, 2018

ICYMI @abc @cbs @nbc @cnn @pbs @msn…",226,@CBS
0.224,2018-04-29 01:51:41+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",227,@CBS
0.224,2018-04-29 01:51:29+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",228,@CBS
0.414,2018-04-29 01:50:53+00:00,0.611,0.134,0.255,"@Trizzio @CBS I never miss an episode , because I wouldn't see Your Beauty !☺️ PhanTom USA Stay Awesome Girl 😘",229,@CBS
0.817,2018-04-29 01:49:32+00:00,0.691,0.0,0.309,"RT @ofmyships: I need #CagneyandLacey to be picked up @CBS . Please make that possible. Because well, she.. she is more than amazing. ❤ htt…",230,@CBS
0.0,2018-04-29 01:49:29+00:00,1.0,0.0,0.0,RT @ConspiracyfactP: #FakeNews .@MSNBC .@maddow .@NBCNews .@ABC .@CBSNews .@ABCNetwork .@nbc .@CBS .@katyperry .@justinbieber .@johnlegend…,231,@CBS
-0.66,2018-04-29 01:49:13+00:00,0.784,0.216,0.0,I think he started killing men and women to throw law enforcement off his trail. #48hours @48hours @CBS,232,@CBS
0.224,2018-04-29 01:48:17+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",233,@CBS
0.758,2018-04-29 01:48:15+00:00,0.698,0.0,0.302,RT @6940717: Please renew Scorpion for a fifth season I love the show @CBS @ScorpionCBS @ElyesGabel @katharinemcphee @robertpatrickT2 @FCEK…,234,@CBS
0.0,2018-04-29 01:47:16+00:00,1.0,0.0,0.0,@Fanofdalesr @SickMuse22 @48hours @CBS 🤣🤣🤣,235,@CBS
0.702,2018-04-29 01:46:43+00:00,0.691,0.0,0.309,@nytopinion @realDonaldTrump doesn't hang with LOSERS like @nytimes @NBCNews @ABC @CBS it's #AmericaFirst mofos https://t.co/FGd1Dy7fhI,236,@CBS
0.0,2018-04-29 01:45:52+00:00,1.0,0.0,0.0,RT @WoodhamRoyce: @DarkOpsSquirrel @ColoradoGirl2A @Education4Libs @realDonaldTrump @Fuctupmind @bbusa617 @BillSpadea @twistedhumor63 @Elde…,237,@CBS
0.0,2018-04-29 01:45:43+00:00,1.0,0.0,0.0,@ClubDie @SickMuse22 @48hours @CBS Because Texas has an express lane!,238,@CBS
-0.508,2018-04-29 01:44:31+00:00,0.846,0.154,0.0,"@Fanofdalesr @SickMuse22 @48hours @CBS damn!  he should of been living in florida or texas when he got caught !

#48hours",239,@CBS
0.0,2018-04-29 01:44:24+00:00,1.0,0.0,0.0,@DarkOpsSquirrel @Education4Libs @realDonaldTrump @Fuctupmind @bbusa617 @BillSpadea @ColoradoGirl2A @ElderLansing… https://t.co/oRzLdnjRYJ,240,@CBS
0.292,2018-04-29 01:44:16+00:00,0.873,0.0,0.127,"Why one Philly elementary school is paying kids not to fight https://t.co/64bOyCUT41 via @philly.com
@ShaunKing… https://t.co/KNMKAaIxW5",241,@CBS
0.511,2018-04-29 01:44:06+00:00,0.829,0.0,0.171,"@Trizzio @Neil_Druckmann @CBS @MacGyverCBS Tristin I've never seen You before MacGyver, I've always enjoyed the old… https://t.co/XWlzSE288P",242,@CBS
0.0,2018-04-29 01:43:34+00:00,1.0,0.0,0.0,RT @CherubimResists: @Khalibimrevenge @anoncontent @QanonPosts @shashatheitch22 @AJEnglish @swnsasy @AngryandAsian @42Gnome @CNN @ABC @CBS…,243,@CBS
0.224,2018-04-29 01:43:12+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",244,@CBS
0.0,2018-04-29 01:42:39+00:00,1.0,0.0,0.0,"RT @PatriotTamme: ------    #ReleaseTheNames of the Congressmen we have paid on their behalf in over $17 million in sex cases.
@realDonaldT…",245,@CBS
0.817,2018-04-29 01:42:14+00:00,0.691,0.0,0.309,"RT @ofmyships: I need #CagneyandLacey to be picked up @CBS . Please make that possible. Because well, she.. she is more than amazing. ❤ htt…",246,@CBS
0.0,2018-04-29 01:41:25+00:00,1.0,0.0,0.0,RT @GeeNole11: @CBS I wouldn't watch Stephen Colbert if he was giving-out money to viewers! #FakeNotFunny,247,@CBS
0.224,2018-04-29 01:40:40+00:00,0.623,0.203,0.174,"RT @DarkOpsSquirrel: Make no mistake about it, this president is one of the greatest ever!
@Education4Libs 
@realDonaldTrump 
@Fuctupmind…",248,@CBS
0.0,2018-04-29 01:40:30+00:00,1.0,0.0,0.0,@ClubDie @SickMuse22 @48hours @CBS I don’t think so. Think they overturned it in the early 70’s. Reason Manson went… https://t.co/qmkatPURWs,249,@CBS
0.0,2018-04-29 01:39:29+00:00,1.0,0.0,0.0,RT @CherubimResists: @Khalibimrevenge @anoncontent @QanonPosts @shashatheitch22 @AJEnglish @swnsasy @AngryandAsian @42Gnome @CNN @ABC @CBS…,250,@CBS
0.0,2018-04-29 01:39:14+00:00,1.0,0.0,0.0,"RT @petefrt: FULL EVENT: President Donald Trump MASSIVE Rally in Washington, Michigan - April 28, 2018

ICYMI @abc @cbs @nbc @cnn @pbs @msn…",251,@CBS
