Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.637,2018-04-28 20:36:23+00:00,0.679,0.0,0.321,"@TimTimgiles2 @DIRECTVNowHelp @fox Yes, I agree. YoutubeTV has them for the Portland area, btw.",375,@FOX
0.0,2018-04-28 20:35:56+00:00,1.0,0.0,0.0,"Why give a conference talk? But also, why not. https://t.co/hG41FMRId3 (via @fox)",376,@FOX
-0.296,2018-04-28 20:35:00+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",377,@FOX
-0.296,2018-04-28 20:27:18+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",378,@FOX
-0.296,2018-04-28 20:26:47+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",379,@FOX
0.0,2018-04-28 20:26:30+00:00,1.0,0.0,0.0,RT @RobertDRoseJr1: 🇺🇸@realDonaldTrump @TheView @ap @CNNPolitics @USATODAY @abc @nbc @cbs @cmoraff @fox @NBCPolitics @ABCPolitics @CBSNews…,380,@FOX
-0.296,2018-04-28 20:22:52+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",381,@FOX
-0.296,2018-04-28 20:21:41+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",382,@FOX
-0.296,2018-04-28 20:14:02+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",383,@FOX
-0.296,2018-04-28 20:13:49+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",384,@FOX
-0.511,2018-04-28 20:02:20+00:00,0.82,0.18,0.0,@Shrillvoice @_SeanDean @FLOTUS @fox Go ahead and believe the pathological liar because it suits your narrative.,385,@FOX
-0.571,2018-04-28 20:01:32+00:00,0.813,0.187,0.0,@Shrillvoice @_SeanDean @FLOTUS @fox Not narrow minded just stating facts!its been proven pathological liars can pa… https://t.co/r4aIr82tWk,386,@FOX
0.301,2018-04-28 19:38:16+00:00,0.871,0.0,0.129,@raeee_anne @archerfxx @BobsBurgersFOX Kinda looks like Dylan Mcdermett in the @fox show LA to Vegas #captaindave,387,@FOX
-0.296,2018-04-28 19:21:22+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",388,@FOX
-0.296,2018-04-28 19:16:41+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",389,@FOX
0.0,2018-04-28 19:12:19+00:00,1.0,0.0,0.0,You know @MSNBC has to be loosing their fucking mind right now. They're the only one nipping at @Fox's heels in the… https://t.co/dCG05wx38g,390,@FOX
0.0,2018-04-28 19:11:40+00:00,1.0,0.0,0.0,@DeplorableNew @_SeanDean @FLOTUS @fox Right.  Gotcha.  Always some reason to mindlessly discredit things that don'… https://t.co/0FNW3itzmZ,391,@FOX
-0.296,2018-04-28 19:11:19+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",392,@FOX
0.0,2018-04-28 19:10:10+00:00,1.0,0.0,0.0,@DeplorableNew @_SeanDean @FLOTUS @fox Years later... So might the doorman wife.  My point is that it doesn't const… https://t.co/cowv0BIyOr,393,@FOX
-0.296,2018-04-28 19:09:56+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",394,@FOX
-0.296,2018-04-28 19:07:38+00:00,0.901,0.099,0.0,"RT @MarinaGonzlezn3: El tiempo no tiene paso en nosotros, esperaremos lo que tengamos que esperar por un nuevo proyecto juntos @HazalKaya11…",395,@FOX
-0.188,2018-04-29 02:23:02+00:00,0.727,0.159,0.114,@Sportsnstuff91 @nytimes Are you implying that people are never  refused health care in America?,396,@NYTIMES
0.358,2018-04-29 02:23:02+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",397,@NYTIMES
0.44,2018-04-29 02:23:00+00:00,0.896,0.0,0.104,"RT @nytimes: Opinion: ""The good news is that more and more cities are deciding to wrest control of their streets back from the tyranny of t…",398,@NYTIMES
0.0,2018-04-29 02:22:58+00:00,1.0,0.0,0.0,@realDonaldTrump; @statedeptspox; @StateDept; @nikkihaley; @CENTCOMArabic; @CENTCOMFarsi ; @DeptofDefense; @USArmy;… https://t.co/UqCKUrTK3o,399,@NYTIMES
0.178,2018-04-29 02:22:58+00:00,0.928,0.0,0.072,"RT @RosieBarton: If you watched The Cosby show every Thursday growing up, this is a must read. Cliff Huxtable Was Bill Cosby’s Sickest Joke…",400,@NYTIMES
0.0,2018-04-29 02:22:57+00:00,1.0,0.0,0.0,RT @nywolforg: Did you know that the black fur of some North American wolves is the result of long-ago dalliances with domestic dogs some 1…,401,@NYTIMES
0.0,2018-04-29 02:22:56+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",402,@NYTIMES
0.402,2018-04-29 02:22:53+00:00,0.828,0.0,0.172,@EmmanuelOrtegaZ @CNN @realDonaldTrump @Acosta @VicenteFoxQue @washingtonpost @nytimes Kind of wish that eagle woul… https://t.co/VQF61SOYpi,403,@NYTIMES
-0.836,2018-04-29 02:22:51+00:00,0.604,0.317,0.079,"RT @TodayIn1968: In Vietnam, some black soldiers tell the @nytimes that fighting in the war helps offer a buffer to the racism they face ba…",404,@NYTIMES
0.0,2018-04-29 02:22:48+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",405,@NYTIMES
-0.649,2018-04-29 02:22:47+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",406,@NYTIMES
0.0,2018-04-29 02:22:47+00:00,1.0,0.0,0.0,"@SkyVendor3 @jonathanweisman @nytimes They're named to Johnathan Weisman who is attesting to their existence.

Some… https://t.co/IdlVoIdj6y",407,@NYTIMES
-0.844,2018-04-29 02:22:46+00:00,0.698,0.302,0.0,"RT @DanBarryNYT: With taunts and guile, he left a trail of horror in his wake. The chilling story of the Golden State Killer, by a stellar…",408,@NYTIMES
0.0,2018-04-29 02:22:40+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",409,@NYTIMES
-0.296,2018-04-29 02:22:39+00:00,0.872,0.128,0.0,"Antivaxxers go to the dogs

No, Your Dog Can’t Get Autism From a Vaccine   via @NYTimes https://t.co/HTZIgjJqK9",410,@NYTIMES
0.358,2018-04-29 02:22:38+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",411,@NYTIMES
0.0,2018-04-29 02:22:37+00:00,1.0,0.0,0.0,"RT @Tribeca: Oscar nominee @LizGarbus explores journalism in the Trump era in #Tribeca2018's closing night selection, THE FOURTH ESTATE. Wa…",412,@NYTIMES
0.0,2018-04-29 02:22:36+00:00,1.0,0.0,0.0,RT @IngrahamAngle: The @nytimes finally uses word “invaded” re. migrants...streaming into Brazil!  https://t.co/8f2H4BiY0t,413,@NYTIMES
0.751,2018-04-29 02:22:35+00:00,0.738,0.0,0.262,"RT @SpicyFiles: This is the list of Pulitzer Prize Winners.
@RonanFarrow reports brought us: #metoo &amp; #timesup

@washingtonpost @nytimes Ru…",414,@NYTIMES
0.0,2018-04-29 02:22:30+00:00,1.0,0.0,0.0,RT @IngrahamAngle: The @nytimes finally uses word “invaded” re. migrants...streaming into Brazil!  https://t.co/8f2H4BiY0t,415,@NYTIMES
0.422,2018-04-29 02:22:26+00:00,0.797,0.0,0.203,"RT @nytimes: ""Have you met James? James saved a lot of lives."" https://t.co/llXGAsenX6",416,@NYTIMES
0.0,2018-04-29 02:22:25+00:00,1.0,0.0,0.0,RT @nywolforg: Did you know that the black fur of some North American wolves is the result of long-ago dalliances with domestic dogs some 1…,417,@NYTIMES
0.0,2018-04-29 02:22:22+00:00,1.0,0.0,0.0,"Exactly! What say u, @DNC @HillaryClinton @CNN @MSNBC @ABC @CBS @nbc @nytimes @washingtonpost @NewYorker??? @POTUS… https://t.co/Gf545TUq5B",418,@NYTIMES
0.0,2018-04-29 02:22:22+00:00,1.0,0.0,0.0,@RickAnderson @nytimes @realDonaldTrump Bingo!,419,@NYTIMES
0.178,2018-04-29 02:22:21+00:00,0.928,0.0,0.072,"RT @RosieBarton: If you watched The Cosby show every Thursday growing up, this is a must read. Cliff Huxtable Was Bill Cosby’s Sickest Joke…",420,@NYTIMES
0.0,2018-04-29 02:22:19+00:00,1.0,0.0,0.0,RT @nywolforg: Did you know that the black fur of some North American wolves is the result of long-ago dalliances with domestic dogs some 1…,421,@NYTIMES
0.0,2018-04-29 02:22:18+00:00,1.0,0.0,0.0,RT @nywolforg: Did you know that the black fur of some North American wolves is the result of long-ago dalliances with domestic dogs some 1…,422,@NYTIMES
0.0,2018-04-29 02:22:17+00:00,1.0,0.0,0.0,"RT @TrinityNYC: セクシャルハラスメントや性差別が蔓延していたナイキ社。人事部には頼れないと、女性従業員が内部調査を抱えて、CEOに直訴、男性のシニア・エグゼクティブが次々と辞任することに。

At Nike, Revolt Led by Women Leads…",423,@NYTIMES
0.477,2018-04-29 02:22:14+00:00,0.846,0.0,0.154,"RT @nytimes: We fact-checked President Trump’s ""Fox &amp; Friends"" interview. Here's an assessment of what he said. https://t.co/G5t3a95Cfz",424,@NYTIMES
0.34,2018-04-29 02:22:13+00:00,0.902,0.0,0.098,"RT @jonathanweisman: As part of the team that brought you coverage of the Jackson nomination, I can assure readers that @nytimes did not go…",425,@NYTIMES
0.0,2018-04-29 02:22:11+00:00,1.0,0.0,0.0,"RT @Tribeca: Oscar nominee @LizGarbus explores journalism in the Trump era in #Tribeca2018's closing night selection, THE FOURTH ESTATE. Wa…",426,@NYTIMES
0.893,2018-04-29 02:22:04+00:00,0.692,0.0,0.308,"RT @nytimes: ""When you fall in love, when you have fun with somebody, when you enjoy the way they see the world, nobody ever says, 'this pe…",427,@NYTIMES
0.0,2018-04-29 02:22:04+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",428,@NYTIMES
-0.924,2018-04-29 02:22:02+00:00,0.564,0.436,0.0,@nytimes There should be human rights violations levied against the UK by the UN for this horrific injustice. Monstrous.,429,@NYTIMES
0.0,2018-04-29 02:21:54+00:00,1.0,0.0,0.0,If only I’d known the way to get into the @nytimes was via the photos of my 90s bedroom I put on Tumblr 5 years ago… https://t.co/5iOWYfGPvt,430,@NYTIMES
0.358,2018-04-29 02:21:46+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",431,@NYTIMES
-0.649,2018-04-29 02:21:45+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",432,@NYTIMES
0.0,2018-04-29 02:21:37+00:00,1.0,0.0,0.0,RT @JusticeEdition: @HappyPatriotGal @cnn @msnbc @foxnews @foxbusiness @potus @nytimes @washingtonpost @maxinewaters @jaketapper @ChrisCuom…,433,@NYTIMES
0.0,2018-04-29 02:21:37+00:00,1.0,0.0,0.0,"RT @nytimes: Six months ago, a parks official came across 2 boxes that had been sitting around for decades. Inside were 2,924 slides that n…",434,@NYTIMES
-0.337,2018-04-29 02:21:36+00:00,0.825,0.175,0.0,“It was really hard to watch this. It was hard to replay last year...” - @MarkMazzettiNYT #TheFourthEstate @nytimes #Tribeca2018,435,@NYTIMES
-0.649,2018-04-29 02:21:35+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",436,@NYTIMES
0.0,2018-04-29 02:21:33+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",437,@NYTIMES
-0.649,2018-04-29 02:21:32+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",438,@NYTIMES
0.358,2018-04-29 02:21:31+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",439,@NYTIMES
0.688,2018-04-29 02:21:29+00:00,0.779,0.0,0.221,"“When you have a White House that is so focused on assassinating everything you do, you have to make sure you’re bu… https://t.co/SRjWiZkpKv",440,@NYTIMES
0.44,2018-04-29 02:21:28+00:00,0.896,0.0,0.104,"RT @nytimes: Opinion: ""The good news is that more and more cities are deciding to wrest control of their streets back from the tyranny of t…",441,@NYTIMES
0.0,2018-04-29 02:21:23+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",442,@NYTIMES
-0.296,2018-04-29 02:21:19+00:00,0.864,0.136,0.0,RT @NawafAlThani: Via @nytimes “Pompeo’s Message to Saudis? Enough Is Enough: Stop #Qatar Blockade” https://t.co/rts0H5PYcS -,443,@NYTIMES
0.0,2018-04-29 02:21:18+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",444,@NYTIMES
-0.153,2018-04-29 02:21:11+00:00,0.769,0.128,0.103,"RT @NBSaphierMD: Under rules of desperation oncology, you engage in a different kind of oncology than the rational guideline thought.
#canc…",445,@NYTIMES
-0.649,2018-04-29 02:21:11+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",446,@NYTIMES
-0.296,2018-04-29 02:21:11+00:00,0.845,0.155,0.0,Pompeo’s Message to Saudis? Enough Is Enough: Stop Qatar Blockade   via @NYTimes https://t.co/TcVlFjBJxI,447,@NYTIMES
0.358,2018-04-29 02:21:07+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",448,@NYTIMES
0.0,2018-04-29 02:21:05+00:00,1.0,0.0,0.0,"RT @TrinityNYC: セクシャルハラスメントや性差別が蔓延していたナイキ社。人事部には頼れないと、女性従業員が内部調査を抱えて、CEOに直訴、男性のシニア・エグゼクティブが次々と辞任することに。

At Nike, Revolt Led by Women Leads…",449,@NYTIMES
0.751,2018-04-29 02:21:04+00:00,0.738,0.0,0.262,"RT @SpicyFiles: This is the list of Pulitzer Prize Winners.
@RonanFarrow reports brought us: #metoo &amp; #timesup

@washingtonpost @nytimes Ru…",450,@NYTIMES
-0.077,2018-04-29 02:21:04+00:00,0.741,0.136,0.123,"The big awards tonight at the Correspondents Dinner go to Maggie Haberman from the failing @nytimes, Lester Holt fr… https://t.co/RbA4qGEDZU",451,@NYTIMES
0.153,2018-04-29 02:21:03+00:00,0.405,0.275,0.321,"@nytimes In America, thousands of poor people die prematurely due to difficult access to medical care.  Nobody cares.  God bless capitalism.",452,@NYTIMES
0.0,2018-04-29 02:21:01+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",453,@NYTIMES
0.0,2018-04-29 02:20:58+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",454,@NYTIMES
0.44,2018-04-29 02:20:54+00:00,0.896,0.0,0.104,"RT @nytimes: Opinion: ""The good news is that more and more cities are deciding to wrest control of their streets back from the tyranny of t…",455,@NYTIMES
-0.296,2018-04-29 02:20:50+00:00,0.896,0.104,0.0,"@AriFleischer @nytimes Why did the doctor withdraw? If there was no substance  to the allegations, why not go befor… https://t.co/DzZt4JOkq1",456,@NYTIMES
0.0,2018-04-29 02:20:48+00:00,1.0,0.0,0.0,RT @MonicaAparicioA: @ngotranslations @vanessaneumann @lapagapeo @Sandra_1B @espiralveintiun @WatchPopulistIr @O19873000 @ZMimiba @FridaSiK…,457,@NYTIMES
0.0,2018-04-29 02:20:43+00:00,1.0,0.0,0.0,"RT @nytimes: Six months ago, a parks official came across 2 boxes that had been sitting around for decades. Inside were 2,924 slides that n…",458,@NYTIMES
-0.649,2018-04-29 02:20:38+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",459,@NYTIMES
0.0,2018-04-29 02:20:35+00:00,1.0,0.0,0.0,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…,460,@NYTIMES
0.0,2018-04-29 02:20:34+00:00,1.0,0.0,0.0,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…,461,@NYTIMES
0.382,2018-04-29 02:20:33+00:00,0.852,0.0,0.148,@nytimes Where was the coverage of the story while Alfie was alive advocating for his life?,462,@NYTIMES
0.0,2018-04-29 02:20:33+00:00,1.0,0.0,0.0,"RT @BilgeEbiri: Just saw the first episode of @lizgarbus's THE FOURTH ESTATE, about the @nytimes in the age of Trump, at #Tribeca2018. Abso…",463,@NYTIMES
0.0,2018-04-29 02:20:32+00:00,1.0,0.0,0.0,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…,464,@NYTIMES
0.358,2018-04-29 02:20:24+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",465,@NYTIMES
0.0,2018-04-29 02:20:24+00:00,1.0,0.0,0.0,"RT @nytimes: Mark your calendars, New Jersey: November 17 will be Danny DeVito Day. https://t.co/ouwZ1aGbFm",466,@NYTIMES
-0.67,2018-04-29 02:20:22+00:00,0.817,0.183,0.0,"@nytimes NYT, Gotten so bad you have to pander to children now? You are reaping what you have sown.

#MAGA #KAG2020",467,@NYTIMES
0.0,2018-04-29 02:20:22+00:00,1.0,0.0,0.0,"Souvenirs 101, via @nytimes https://t.co/GM8EKN6GxN",468,@NYTIMES
0.0,2018-04-29 02:20:21+00:00,1.0,0.0,0.0,RT @nytimes: A memorial in Alabama demands a reckoning with one of America's least recognized atrocities: the lynching of thousands of blac…,469,@NYTIMES
0.34,2018-04-29 02:20:18+00:00,0.902,0.0,0.098,"RT @jonathanweisman: As part of the team that brought you coverage of the Jackson nomination, I can assure readers that @nytimes did not go…",470,@NYTIMES
0.341,2018-04-29 02:20:16+00:00,0.888,0.0,0.112,"RT @Jerigo1Stuart: @washingtonpost @nytimes 
POTUS is much too thin-skinned to be leading a democracy. He cannot take any criticism. And he…",471,@NYTIMES
0.0,2018-04-29 02:20:12+00:00,1.0,0.0,0.0,RT @nytimes: Archaeologists in Peru say they have found evidence of what could be one of the world’s largest single cases of child sacrific…,472,@NYTIMES
0.358,2018-04-29 02:20:11+00:00,0.619,0.15,0.231,"RT @nytimes: “My gladiator lay down his shield and gained his wings at 02.30 a.m. Absolutely heartbroken. I love you, my guy.” https://t.co…",473,@NYTIMES
0.341,2018-04-29 02:20:07+00:00,0.876,0.0,0.124,"@washingtonpost @nytimes 
POTUS is much too thin-skinned to be leading a democracy. He cannot take any criticism. A… https://t.co/zGv3tukuxh",474,@NYTIMES
0.0,2018-04-29 02:20:06+00:00,1.0,0.0,0.0,"Trump’s Role in Midterm Elections Roils Republicans, via @nytimes https://t.co/AWD57w6wcS",475,@NYTIMES
-0.649,2018-04-29 02:20:03+00:00,0.751,0.249,0.0,"RT @nytimes: Larry Harvey, the Man Behind Burning Man, Is Dead at 70 https://t.co/qprHPecVLx",476,@NYTIMES
0.077,2018-04-29 02:20:02+00:00,0.733,0.126,0.141,"RT @nytimes: After firing the House chaplain, Paul Ryan faced pushback in his own party https://t.co/rXjD4ZPV0d",477,@NYTIMES
-0.459,2018-04-29 02:20:02+00:00,0.885,0.115,0.0,"RT @QuinnBx: Usually silent “Low life” @jontester has been owned by lobbyists since he arrived in 2006, which is why he attacked VA Candida…",478,@NYTIMES
0.0,2018-04-29 02:20:01+00:00,1.0,0.0,0.0,"RT @TrinityNYC: セクシャルハラスメントや性差別が蔓延していたナイキ社。人事部には頼れないと、女性従業員が内部調査を抱えて、CEOに直訴、男性のシニア・エグゼクティブが次々と辞任することに。

At Nike, Revolt Led by Women Leads…",479,@NYTIMES
0.757,2018-04-29 02:20:01+00:00,0.711,0.0,0.289,@maggieNYT Congrat's on being recognized with the #AldoBeckmanAward! Well deserved for your excellence as a journalist with @nytimes #WHCD,480,@NYTIMES
0.611,2018-04-29 02:19:54+00:00,0.606,0.121,0.272,"A completely free press, free from ratings and agendas, would be calling for the impeachment and prosecution of Tru… https://t.co/IuWLw7jcwy",481,@NYTIMES
0.0,2018-04-29 02:19:49+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",482,@NYTIMES
0.0,2018-04-29 02:19:49+00:00,1.0,0.0,0.0,"RT @nytimes: Six months ago, a parks official came across 2 boxes that had been sitting around for decades. Inside were 2,924 slides that n…",483,@NYTIMES
0.0,2018-04-29 02:19:48+00:00,1.0,0.0,0.0,RT @JusticeEdition: @HappyPatriotGal @cnn @msnbc @foxnews @foxbusiness @potus @nytimes @washingtonpost @maxinewaters @jaketapper @ChrisCuom…,484,@NYTIMES
-0.34,2018-04-29 02:19:46+00:00,0.902,0.098,0.0,RT @RickAnderson: It has only been 18 months since the @nytimes and many others made the colossal mistake of understand the motivators and…,485,@NYTIMES
0.0,2018-04-29 02:19:44+00:00,1.0,0.0,0.0,Why One Woman Testified Against Bill Cosby: ‘I Had the Strength’   via @NYTimes https://t.co/NmeseW0X1V,486,@NYTIMES
0.103,2018-04-29 02:19:42+00:00,0.931,0.0,0.069,RT @profmusgrave: This is important but attributing it to a Qatari “charm offensive” seems presentist and one-sided: Pompeo’s Message to Sa…,487,@NYTIMES
0.44,2018-04-29 02:19:37+00:00,0.892,0.0,0.108,"RT @nytimes: In the corridors of American power, it can be as easy to find a man named John as it is to find a woman https://t.co/YbX50q6OXh",488,@NYTIMES
-0.459,2018-04-29 02:19:34+00:00,0.885,0.115,0.0,"RT @QuinnBx: Usually silent “Low life” @jontester has been owned by lobbyists since he arrived in 2006, which is why he attacked VA Candida…",489,@NYTIMES
0.0,2018-04-29 02:19:33+00:00,1.0,0.0,0.0,"1905
b. #GretaGarbo @SmithsonianMag https://t.co/yMUTW8UOoh
April 16, 1990 @nytimes https://t.co/IfCpyZ27FA… https://t.co/7lFJLQD7no",490,@NYTIMES
-0.836,2018-04-29 02:19:32+00:00,0.604,0.317,0.079,"RT @TodayIn1968: In Vietnam, some black soldiers tell the @nytimes that fighting in the war helps offer a buffer to the racism they face ba…",491,@NYTIMES
0.844,2018-04-29 02:19:30+00:00,0.676,0.0,0.324,Omg omg omg @OKnox giving an a award to @maggieNYT two journalists I have looked up to and had the honor of working… https://t.co/QUrYBp9sKD,492,@NYTIMES
-0.836,2018-04-29 02:19:27+00:00,0.604,0.317,0.079,"RT @TodayIn1968: In Vietnam, some black soldiers tell the @nytimes that fighting in the war helps offer a buffer to the racism they face ba…",493,@NYTIMES
-0.431,2018-04-29 02:19:25+00:00,0.808,0.192,0.0,@maxkeiser @nytimes The US is too bloodthirsty. Even the media cant stand peace.,494,@NYTIMES
0.0,2018-04-29 02:19:16+00:00,1.0,0.0,0.0,"RT @AriFleischer: “A spokeswoman for Mr. Tester declined to comment on Friday night.”   

Sen. Tester is a hit and run driver.  He must not…",495,@NYTIMES
